year,id,population,total_revenue,total_rev_own_sources,general_revenue,gen_rev_own_sources,total_taxes,property_tax,tot_sales___gr_rec_tax,total_gen_sales_tax,total_select_sales_tax,alcoholic_beverage_tax,amusement_tax,insurance_premium_tax,motor_fuels_tax,pari_mutuels_tax,public_utility_tax,tobacco_tax,other_select_sales_tax,total_license_taxes,alcoholic_beverage_lic,amusement_license,corporation_license,hunting___fishing_license,motor_vehicle_license,motor_veh_oper_license,motor_vehicle_license_total,public_utility_license,occup_and_bus_lic_nec,other_license_taxes,total_income_taxes,individual_income_tax,corp_net_income_tax,death_and_gift_tax,docum_and_stock_tr_tax,severance_tax,total_ig_revenue,total_fed_ig_revenue,fed_igr_air_transport,fed_igr_education,fed_igr_emp_sec_adm,fed_igr_health___hos,fed_igr_highways,fed_igr_hous_com_dev,fed_igr_natural_res,fed_igr_public_welf,fed_igr_other,tot_local_ig_rev,local_igr_other_education,local_igr_health___hos,local_igr_highways,local_igr_public_welf,local_igr_other,tot_chgs_and_misc_rev,total_general_charges,chg_total_education,chg_total_high_ed,chg_hospitals,chg_regular_highways,chg_toll_highways,chg_housing___comm_dev,chg_total_nat_res,chg_parks___recreation,chg_all_other_nec,misc_general_revenue,prop_sale_other,interest_revenue,fines_and_forfeits,rents_and_royalties,net_lottery_revenue,misc_general_rev_nec,total_insur_trust_rev,total_insur_trust_ctrb,tot_ins_trust_inv_rev,total_emp_ret_rev,emp_ret_total_ctrib,emp_ret_loc_emp_ctrib,emp_ret_from_other_gov,emp_ret_sta_to_sta_ctr,emp_ret_int_rev,total_unemp_rev,unemp_payroll_tax,unemp_int_revenue,unemp_federal_advances,total_expenditure,total_ig_expenditure,direct_expenditure,total_current_expend,total_current_oper,total_capital_outlays,total_construction,total_other_capital_outlays,tot_assist___subsidies,total_interest_on_debt,total_insur_trust_ben,total_salaries___wages,general_expenditure,ig_exp_to_local_govts,ig_exp_to_federal_govt,direct_general_expend,general_current_expend,general_current_oper,general_capital_outlay,general_construction,general_capital_outlay_other,general_assist___sub,general_debt_interest,air_trans_total_expend,air_trans_direct_expend,air_trans_cap_outlay,air_trans_ig_local_govts,correct_total_exp,correct_direct_exp,correct_cap_outlay,correct_current_exp,correct_construct,correct_ig_loc_govts,total_educ_total_exp,total_educ_direct_exp,total_educ_assist___sub,total_educ_cap_outlay,total_educ_current_exp,total_educ_construct,elem_educ_total_exp,elem_educ_ig_local_govts,higher_ed_total_exp,higher_ed_direct_exp,higher_ed_cap_outlay,higher_ed_current_exp,higher_ed_construct,educ_nec_total_expend,educ_nec_direct_expend,educ_nec_assistance,educ_nec_cap_outlay,educ_nec_construction,educ_nec_ig_local_govts,emp_sec_adm_direct_exp,emp_sec_adm_cap_outlay,fin_admin_total_exp,fin_admin_direct_exp,fin_admin_cap_outlay,fin_admin_current_exp,fin_admin_construction,judicial_total_expend,judicial_direct_expend,judicial_cap_outlay,judicial_current_exp,judicial_construction,judicial_ig_local_govts,cen_staff_total_expend,cen_staff_direct_exp,cen_staff_cap_outlay,cen_staff_current_exp,cen_staff_construction,gen_pub_bldg_total_exp,gen_pub_bldg_cap_out,gen_pub_bldg_current_exp,gen_pub_bldg_construct,health_total_expend,health_direct_expend,health_capital_outlay,health_current_exp,health_construction,health_ig_local_govts,total_hospital_total_exp,total_hospital_dir_exp,total_hospital_cap_out,total_hospital_current_exp,total_hospital_construct,own_hospital_total_exp,own_hospital_cap_out,own_hospital_construct,total_highways_tot_exp,total_highways_dir_exp,total_highways_cap_out,total_highways_current_exp,total_highways_construct,regular_hwy_total_exp,regular_hwy_direct_exp,regular_hwy_cap_outlay,regular_hwy_current_exp,regular_hwy_construct,regular_hwy_ig_loc_govts,toll_hwy_total_expend,hous___com_total_exp,hous___com_direct_exp,hous___com_cap_outlay,hous___com_current_exp,hous___com_ig_loc_govts,libraries_total_expend,libraries_direct_exp,libraries_cap_outlay,libraries_ig_local_govts,natural_res_total_exp,natural_res_direct_exp,natural_res_cap_outlay,natural_res_current_exp,natural_res_construct,natural_res_ig_loc_govts,parks___rec_total_exp,parks___rec_direct_exp,parks___rec_cap_outlay,parks___rec_current_exp,parks___rec_construct,parks___rec_ig_loc_govts,police_prot_total_exp,police_prot_direct_exp,police_prot_cap_outlay,police_prot_current_exp,police_prot_construct,police_prot_ig_loc_govts,prot_insp_total_exp,prot_insp_direct_exp,prot_insp_cap_outlay,prot_insp_current_exp,public_welf_total_exp,public_welf_direct_exp,public_welf_cash_asst,public_welf_cap_outlay,public_welf_current_exp,public_welf_construct,welf_categ_total_exp,welf_categ_cash_assist,welf_cash_total_exp,welf_cash_cash_assist,welf_vend_pmts_medical,welf_vend_pmts_nec,welf_ins_total_exp,welf_ins_cap_outlay,welf_ins_construction,welf_nec_total_expend,welf_nec_direct_expend,welf_nec_cap_outlay,welf_nec_current_exp,welf_nec_construction,welf_nec_ig_local_govts,sewerage_total_expend,sw_mgmt_total_expend,sw_mgmt_direct_expend,interest_on_gen_debt,general_nec_total_exp,general_nec_direct_exp,general_nec_cap_outlay,general_nec_current_exp,general_nec_construct,general_nec_ig_loc_govts,total_util_total_exp,emp_ret_total_expend,emp_ret_benefit_paymts,emp_ret_withdrawals,unemp_comp_total_exp,unemp_comp_ben_paymts,unemp_ext___spec_pmts,total_debt_outstanding,total_long_term_debt_out,st_debt_end_of_year,total_beg_ltd_out,beg_ltd_out_all_other,beg_ltd_out_general,beg_ltd_out_other_nec,total_ltd_issued,ltd_iss_private_purp,ltd_iss_all_other,ltd_iss_general,ltd_iss_gen_other_educ,ltd_iss_gen_other_nec,total_ltd_iss_ng,ltd_iss_ng_general,ltd_iss_ng_other_educ,ltd_iss_ng_private_purp,ltd_iss_ng_other_nec,total_ltd_retired,ltd_ret_private_purp,ltd_ret_all_other,ltd_ret_general,ltd_ret_gen_other_educ,ltd_ret_gen_other_nec,total_ltd_ret_ffc,ltd_ret_ffc_general,ltd_ret_ffc_other_nec,total_ltd_ret_ng,ltd_ret_ng_general,ltd_ret_ng_other_educ,ltd_ret_ng_private_purp,ltd_ret_ng_other_nec,total_ltd_out,ltd_out_private_purp,ltd_out_all_other,ltd_out_general,ltd_out_gen_other_educ,ltd_out_gen_other_nec,total_ltd_out_ffc,ltd_out_ffc_general,ltd_out_ffc_other_nec,tot_ltd_out_ng,ltd_out_ng_general,ltd_out_ng_other_educ,ltd_out_ng_private_purp,ltd_out_ng_other_nec,total_cash___securities,insur_trust_cash___sec,emp_retire_cash___sec,emp_retire_cash___dep,emp_retire_total_sec,emp_retire_sec_tot_fed,emp_retire_sec_tot_nong,emp_retire_sec_corp_bds,emp_retire_sec_corp_stk,emp_retire_sec_misc_inv,emp_retire_sec_oth_nong,unemp_comp_cash___sec,unemp_comp_bal_in_us_trs,unemp_comp_other_balance,nonin_trust_cash___sec,sinking_fd_cash___sec,bond_fd_cash___sec,oth_nonin_fd_cash___sec,chg_highways,prop_sale_total,air_trans_current_exp,educ_nec_current_exp,emp_sec_adm_current_exp,own_hospital_current_exp,toll_hwy_current_exp,libraries_current_exp,welf_ins_current_exp,sw_mgmt_current_exp,total_util_current_exp
1978,370000000,2870014,2625828,1964743,2369970,1708885,1315468,0,560026,244255,315771,36460,0,48974,126978,0,4759,54075,44525,151131,822,642,13011,5947,111169,7155,118324,3,7418,4964,343502,252127,91375,23670,3958,230368,661085,643359,124,136947,27539,17566,64884,0,13087,284709,72956,17726,1018,1421,7851,1163,6273,393417,283987,187687,186539,39857,1163,28065,0,2604,7343,12773,109430,3298,53324,2896,25928,0,23984,195664,155689,39975,68259,33444,28902,4542,97034,34815,96422,83916,2620,9886,2315434,631479,1683955,2114931,1193323,200503,154461,46042,98904,49664,141561,543162,2116117,631479,0,1484638,1924422,1149070,191695,145653,46042,98904,44969,201,128,128,73,53489,53487,21429,32058,19688,2,954148,465819,22602,31220,434599,16207,5710,0,393829,393829,26793,367036,14708,554609,66280,22602,4427,1499,488329,18300,1541,26914,26911,443,26468,0,9058,9055,75,8980,11,3,14178,14178,240,13938,0,6434,662,5772,510,21302,20183,676,19507,48,1119,109379,108875,7511,101364,4197,107128,7511,4197,269739,179276,114548,64728,100861,262877,172414,114414,58000,100861,90463,6862,0,0,0,0,0,1984,1546,44,438,41506,37513,4064,33449,637,3993,15610,15610,1742,13868,710,0,24724,24698,2634,22064,644,26,12701,12701,459,12242,402822,398968,76302,2908,319758,1500,75866,75866,436,436,229093,0,8188,235,34,89239,85385,2673,82712,1466,3854,0,0,0,44969,88367,45695,1371,44324,499,42672,57756,77693,71572,6121,50053,37534,12519,1104430,1074255,30175,0,0,0,0,250243,0,250243,164118,14153,149965,174153,88028,14153,0,73875,125343,0,125343,36605,14464,22141,8190,8190,8190,117153,28415,14464,0,13951,1074255,0,1074255,996930,150754,846176,242119,242119,242119,832136,754811,150754,0,604057,2028239,665333,541938,20197,521741,93637,428104,389846,38258,0,0,76168,75827,341,1362906,181650,79155,1102101,29228,3298,0,61853,16759,99617,6728,1502,7953,0,44253
1978,380000000,2446673,3052186,2333027,2306241,1587082,1158879,70,171329,0,171329,8087,0,28065,96206,5250,1225,32496,0,145287,1059,418,2233,13424,88130,8499,96629,3105,26682,1737,811722,686248,125474,26069,285,4117,719159,709683,9,139945,15726,26790,90489,823,21130,239235,146877,9476,4938,0,2404,0,2134,428203,210452,102562,101189,38055,5635,1369,867,43444,2698,15822,217751,515,194303,4666,928,0,17339,618912,522785,96127,190036,132632,74176,58456,36814,57404,189539,181998,5143,2398,2593369,608505,1984864,2431248,1227137,162121,126137,35984,162952,145457,287197,623605,2229335,608192,313,1620830,2068034,1151120,161301,125461,35840,162952,145457,494,292,292,202,41421,41402,680,40722,557,19,788731,393244,15729,45341,347903,27601,0,0,365056,326202,45341,280861,27601,423675,67042,15729,0,0,356633,13493,40,64450,64446,190,64256,8,9887,7420,0,7420,0,2467,24395,23475,0,23475,0,4114,3969,145,3969,48709,30820,14,30806,0,17889,100798,100638,1580,99058,1089,100576,1580,1089,282073,165529,100626,64903,88582,281967,165423,100626,64797,88582,116544,106,1076,1076,0,1076,0,1844,1652,0,192,86849,81104,4767,76337,1248,5745,18094,18094,1982,16112,1971,0,33699,33194,1278,31916,0,505,25631,25630,28,25602,423504,421045,147223,282,273540,0,137910,137910,9313,9313,161032,0,0,0,0,115249,112790,282,112508,0,2459,7184,0,0,145457,106920,47096,232,46864,144,59511,0,62009,48568,13441,113862,87676,26186,3108701,3108701,0,0,0,0,0,748170,0,748170,748170,18425,729745,99745,99745,0,0,99745,70712,0,70712,70712,4987,65725,69137,69137,64150,1575,1575,0,0,1575,3108701,0,3108701,3108701,164966,2943735,2991466,2991466,2826500,117235,117235,0,0,117235,5549611,1767836,1142188,2615,1139573,117490,1022083,465734,407190,0,67010,129010,128681,329,3781775,2844741,127899,809135,7004,515,0,67042,13453,98996,106,1652,0,0,0
1978,390000000,11893591,12106283,9532502,9682562,7108781,6265514,69622,3109716,1753184,1356532,110277,97,137811,514750,30316,312111,251137,33,726844,8931,9,246961,21827,287157,41688,328845,17339,100892,2040,2114792,1327816,786976,162597,81943,0,2573781,2496327,1412,377586,122557,85575,245816,1426,36778,1308558,197484,77454,60514,0,6655,7424,2861,843267,524954,276420,276420,109824,760,86098,0,8382,2105,38974,318313,2876,112574,28812,15261,132067,26723,1951793,1577740,374053,805735,438612,259885,178727,411522,367123,1113289,554957,0,558332,11723405,3054225,8669180,11251845,4828702,471560,392092,79468,1366618,353335,1648965,2036782,9625932,2988095,66130,6571707,9154947,4380769,470985,392092,78893,1366618,353335,6687,5278,150,1409,109715,105289,4381,100908,3920,4426,3316660,1178626,314017,58443,1120183,42718,12753,0,634071,634071,42658,591413,27097,2669836,531802,314017,3032,2868,2138034,99152,315,130471,130471,200,130271,0,59228,35228,0,35228,0,24000,53879,53879,17,53862,0,15993,0,15993,0,245800,83254,1373,81881,522,162546,605169,605039,22331,582708,19156,599706,22331,19156,859490,736159,307492,428667,268257,797467,674136,283838,390298,244603,123331,62023,25404,2539,0,2539,22865,13653,2188,0,11465,127942,124940,16445,108495,12910,3002,28281,25064,6103,18961,4756,3217,128707,126380,8144,118236,3986,2327,57474,57474,607,56867,2761652,2519654,1052442,863,1466349,63,749679,683549,368893,368893,958959,341,2698,0,0,681082,505214,863,504351,63,175868,34682,0,0,353335,493766,302623,44121,258343,35738,191143,0,562411,482392,80019,1038656,772019,266637,6521461,6371837,149624,0,0,0,0,390864,0,390864,390864,12394,348050,295864,295864,12394,0,253050,243922,0,243922,243922,6128,186866,93480,93480,93480,150442,150442,6128,0,93386,6371837,0,6371837,6371837,261184,5406798,3849711,3849711,3849711,2522126,2522126,261184,0,1557087,8542900,6386998,6103038,72,6102966,160318,5942515,4102595,1023836,0,156439,166420,164506,1914,2155902,554989,415541,1185372,86858,2876,5128,528770,98837,577375,38369,2188,2698,0,0
1978,400000000,950230,1086920,808826,901164,623070,458260,5609,259913,140601,119312,7490,68,11542,41439,5410,29287,24076,0,23866,130,23,1526,248,17851,2037,19888,0,1979,72,155575,111965,43610,11231,736,0,278094,273806,0,40814,12950,7074,14791,0,2944,122745,54345,4288,0,0,0,0,4288,164810,100199,41381,36928,48493,9,4352,0,291,413,3775,64611,536,30994,2422,7572,10467,12470,181263,157011,24252,60902,37842,22271,15571,25932,23060,94854,50598,0,44256,1066996,170414,896582,1019059,589135,47937,37944,9993,72959,32587,153964,259334,902431,165135,5279,732017,854586,578875,47845,37944,9901,72959,32338,3397,3397,205,0,18569,18569,2994,15575,2844,0,272166,154518,7631,5928,148590,3172,0,0,113328,113328,5207,108121,3058,158838,41190,7631,721,114,117648,14207,234,16260,16260,66,16194,0,11269,11269,281,10988,164,0,11209,11209,103,11106,0,4865,240,4625,220,32598,32598,5426,27172,4574,0,76283,76283,4703,71580,4124,76283,4703,4124,38290,37900,19304,18596,17076,36327,35937,19260,16677,17032,390,1963,0,0,0,0,0,1936,755,12,1181,9026,8117,303,7814,58,909,5848,5848,2694,3154,1031,0,9557,7657,20,7637,0,1900,7867,7867,590,7277,235690,217654,60140,1881,155633,1688,65365,60086,54,54,119873,0,6079,1788,1671,44319,31562,93,31469,17,12757,6579,0,0,32338,94368,67466,2279,59999,1960,26902,10601,40158,37126,3032,94441,65844,28597,861493,849333,12160,0,0,0,0,301068,0,301068,301068,37886,263182,272318,272318,37886,0,234432,44775,0,44775,44775,6421,38354,24665,24665,19750,20110,20110,1506,0,18604,849333,0,849333,845751,140922,704829,277970,277970,231955,571363,567781,94907,0,472874,1042761,408190,366263,18377,347886,75594,272292,143960,87210,0,41122,16636,16485,151,634571,163377,225381,245813,4361,536,3192,40469,13973,71580,1919,743,4291,0,10260
1978,410000000,2991681,2768429,2034235,2351026,1616832,1364466,4998,806707,471477,335230,79072,3654,32840,163079,0,17066,27863,11656,60538,2116,1645,4208,3696,31001,2351,33352,0,13636,1885,474168,351244,122924,9315,8740,0,734194,712715,12,166606,21643,39330,74051,1338,14857,172363,191959,21479,6314,8595,86,589,5895,252366,186700,110825,92918,40591,1805,0,0,4617,4246,5963,65666,2857,44565,2478,481,0,15222,291309,187338,103971,182026,83084,67001,16083,76089,98942,104001,83856,4998,15147,2584661,650372,1934289,2334073,1384345,250588,193690,56898,64028,62988,172340,638098,2194746,650366,6,1544374,2026258,1284847,168488,111590,56898,64028,27011,1366,1366,437,0,49367,49367,2178,47189,1122,0,975805,527898,13817,38388,489510,11343,39408,0,370525,370525,25233,345292,8972,565872,117965,13817,3894,2196,447907,23592,187,26422,26422,229,26193,2,7284,7284,328,6956,76,0,13217,13217,275,12942,26,8316,4470,3846,4392,105135,101577,5585,95992,3725,3558,143840,141993,8578,133415,4266,141471,8578,4266,209233,165675,86254,79421,73925,209233,165675,86254,79421,73925,43558,0,813,813,6,807,0,3274,822,7,2452,57524,57341,6401,50940,3255,183,11433,9516,3350,6166,3183,1917,26542,26542,3499,23043,1148,0,17786,17786,325,17461,277098,277089,50211,3240,223638,2594,49706,49700,511,511,148742,0,0,0,0,78139,78136,3240,74896,2594,3,0,0,0,27011,191610,42669,878,41791,309,148941,217575,87438,71256,16182,79459,61501,17958,1762897,1761647,1250,0,0,0,0,455476,0,455476,140476,24616,88435,323741,8741,8741,0,0,53066,0,53066,51868,5793,33775,47512,47512,33475,5554,4356,4056,0,300,1761647,0,1761647,659432,100634,443873,586965,586965,439373,1174682,72467,67967,0,4500,2796897,1585805,1474707,29315,1445392,305896,1126380,1063780,0,0,62600,106161,100429,5732,1211092,433197,221229,556666,1805,2857,929,114071,23405,132893,0,815,0,0,99498
1978,420000000,688480,597683,388479,552039,342835,223602,0,192352,114895,77457,7317,0,9013,37480,2117,264,9181,12085,21723,123,0,292,2459,14917,1199,16116,0,2470,263,2969,0,2969,5686,0,872,209204,203892,6608,36631,8859,10533,45673,174,10832,53347,24084,5312,0,2756,0,4,2552,119233,72004,38366,38255,509,24,0,927,3685,442,2790,47229,2329,29839,2738,2056,0,10267,45644,35654,9990,35105,25784,15988,9796,11149,9321,10539,7163,669,2707,581674,85935,495739,486444,335488,95230,83488,11742,26280,15840,22901,146817,558773,83922,2013,472838,463543,335488,95230,83488,11742,26280,15840,6630,0,0,6630,5313,5313,398,4915,260,0,170972,110689,3279,7581,103108,6233,0,0,99207,99207,7058,92149,5946,71765,11482,3279,523,287,60283,10312,165,12045,12045,288,11757,0,7292,7292,117,7175,0,0,5835,5835,390,5445,0,1163,385,778,355,13647,11228,739,10489,0,2419,35932,35789,18539,17250,18250,35789,18539,18250,98008,93149,55046,38103,51652,98008,93149,55046,38103,51652,4859,0,835,835,88,747,0,1004,1004,77,0,22830,22221,1867,20354,0,609,5416,3975,1395,2580,1017,1441,6017,6017,609,5408,0,0,6438,6438,54,6384,77932,77709,22994,488,54227,289,23079,22994,0,0,31391,0,1578,334,289,21884,21746,154,21592,0,138,323,0,0,15840,34697,25692,522,25163,181,7077,0,10600,6817,3783,12301,9294,3007,386506,375546,10960,0,0,0,0,160825,0,160825,160825,0,160825,160825,160825,0,0,160825,3738,0,3738,3738,669,3069,0,0,0,3738,3738,669,0,3069,375546,0,375546,375546,28416,347130,0,0,0,375546,375546,28416,0,347130,732101,181444,170901,1565,169336,82707,86629,12383,38951,0,35295,10543,10520,23,550657,271838,18600,260219,24,2329,0,10959,10147,17250,0,927,1244,0,0
1978,430000000,4422921,3275928,2343171,2938353,2005596,1703951,0,1257780,834749,423031,45742,326,53194,200768,0,10665,71090,41246,164284,906,0,39593,6911,87045,8995,96040,800,19576,458,195705,24857,170848,57937,19514,2128,932757,909753,0,196660,39413,37645,155146,0,17192,307416,59904,23004,4095,7804,6676,3183,1246,301645,217375,148538,144416,43940,980,0,0,3336,7538,13043,84270,350,63964,4407,14,0,15535,337575,254218,83357,162445,88592,70229,18363,135745,73853,175022,130972,9504,34546,3091556,798272,2293284,2752660,1552571,338896,260289,78607,92900,63370,245547,741297,2846009,798272,0,2047737,2507113,1552571,338896,260289,78607,92900,63370,4122,4122,3248,0,66052,59097,7415,51682,5742,6955,1218082,667813,16165,88483,579330,51303,0,0,517802,517802,59783,458019,33255,700280,150011,16165,28700,18048,550269,37840,1597,33681,33262,398,32864,0,9987,9987,297,9690,9,0,23723,23723,504,23219,92,18678,11966,6712,11901,68985,63743,1257,62486,339,5242,144975,139625,9304,130321,6213,138491,9304,6213,433141,289149,193777,95372,171597,433141,289149,193777,95372,171597,143992,0,0,0,0,0,0,4219,1311,185,2908,53321,52795,4249,48546,2075,526,25353,25353,8357,16996,6670,0,26421,26421,5126,21295,362,0,19410,19410,245,19165,468030,465173,76735,577,387861,0,76726,76726,9,9,259958,0,0,0,0,131337,128480,577,127903,0,2857,0,0,0,63370,126619,46865,1911,44954,1436,79754,0,105211,91687,13524,140270,100838,39432,1383130,1317608,65522,0,0,0,0,284240,0,284240,284240,57365,226875,176840,176840,57365,0,119475,63081,0,63081,63081,9781,53300,57650,57650,51220,5431,5431,3351,0,2080,1317608,0,1317608,1317608,396858,920750,741595,741595,645205,576013,576013,300468,0,275545,2691001,1394335,1202118,97413,1104705,272964,831741,440080,314512,0,77149,192145,190950,1195,1296666,433317,175010,688339,980,350,874,121311,36243,129187,0,1126,0,0,0
1978,440000000,13193050,9925410,7635597,9074334,6784521,5390200,44598,3690328,2031730,1658598,164062,575,147433,477689,0,137862,299825,431152,616474,8511,0,264879,12853,280243,21328,301571,342,26415,1903,0,0,0,79114,0,959686,2289813,2270134,0,626890,90136,86302,317552,0,28913,846309,159887,19679,3823,0,11520,649,3687,1394321,600518,443216,441012,103779,3924,13024,0,5420,2464,28691,793803,565,282587,927,373089,0,136635,851076,539203,311873,598005,301896,282752,19144,335555,296109,252958,206922,15747,30289,8553508,2724758,5828750,7607711,4115377,945797,816139,129658,173010,104427,490139,1980120,8063369,2724758,0,5338611,7117572,4115377,945797,816139,129658,173010,104427,1082,0,0,1082,99013,97751,11138,86613,5810,1262,4293953,1647569,25397,138244,1509325,96959,39148,0,1453495,1453495,136595,1316900,96237,2801310,154926,25397,1649,722,2646384,93890,6237,89979,89979,2855,87124,189,22219,19757,46,19711,0,2462,39706,39667,1655,38012,1317,16810,1639,15171,734,100277,100159,5226,94933,1449,118,583370,582747,46000,536747,29155,528940,46000,29155,935167,921292,704937,216355,669089,928387,914512,703914,210598,668238,13875,6780,0,0,0,0,0,7613,2999,89,4614,129698,122360,4200,118160,2089,7338,34025,33782,8986,24796,4006,243,78900,78900,9586,69314,2065,0,48399,48399,1423,46976,1165418,1165418,147613,3060,1014745,532,147608,147608,5,5,698409,0,4697,202,16,314699,314699,2858,311841,516,0,0,0,0,104427,219423,172705,476,172229,185,46718,0,319424,252956,66468,170623,135204,35419,2122736,2122730,6,0,0,0,0,197200,0,197200,197200,0,197200,122200,122200,0,0,122200,204903,0,204903,204903,177125,27778,81925,81925,21905,122978,122978,117105,0,5873,2122730,0,2122730,2122730,1357455,765275,877975,877975,703230,1244755,1244755,1182710,0,62045,11259631,5012526,4678742,12633,4666109,961811,3704298,2002912,1235592,0,88907,333784,333370,414,6247105,343394,249278,5654433,16948,565,0,153277,87653,482940,5757,2910,4495,0,0
1978,450000000,1319512,1432247,1038716,1200082,806551,605961,186,346548,259230,87318,5044,0,14223,58777,0,1289,7985,0,27904,128,0,0,5619,16629,1606,18235,134,3563,225,218342,188894,29448,4055,0,8926,393531,384571,0,91276,16452,11133,67975,96,7939,102367,74591,8960,1041,0,0,0,7919,200590,136947,85972,84747,42681,1453,0,1764,1962,543,2572,63643,1377,25232,190,7251,0,28867,188969,155557,33412,112879,83121,46500,36621,14263,29758,53117,45151,1736,6230,1299885,369324,930561,1164701,645641,135184,98966,36218,50523,11406,87807,309140,1182654,368962,362,813330,1047549,616296,135105,98939,36166,50523,11406,2227,560,54,1667,17135,16685,1125,15560,727,450,600005,304068,6747,25792,278276,14450,0,0,276203,276203,24784,251419,13857,323802,27865,6747,1008,593,295937,16743,62,18390,18390,950,17440,438,5608,5449,99,5350,0,159,6653,6323,365,5958,217,1520,432,1088,148,29110,22215,732,21483,424,6895,48662,48660,3286,45374,566,48660,3286,566,118578,106653,76562,30091,65583,118578,106653,76562,30091,65583,11925,0,2010,517,19,498,1493,2076,2076,82,0,35675,35426,7280,28146,4547,249,21700,19708,14802,4906,10556,1992,9844,9844,1219,8625,276,0,9915,9915,242,9673,158387,154340,43776,481,110083,9,40851,40851,2925,2925,67034,0,0,0,0,47577,43530,481,43049,9,4047,0,0,0,11406,67010,22832,1521,21311,987,43816,0,28572,20582,7990,38766,31449,7317,290567,290567,0,0,0,0,0,152325,0,152325,152325,4030,148295,152325,152325,4030,0,148295,7294,0,7294,7294,1683,5611,5000,5000,5000,2294,2294,1683,0,611,290567,0,290567,290567,130901,159666,80000,80000,10000,210567,210567,60901,0,149666,1046684,586577,512843,382,512461,71712,440749,223312,90166,0,106593,35161,35787,-626,460107,110514,89792,259801,1453,1377,506,26857,16681,45374,0,1994,0,0,0
1978,460000000,491931,603545,394895,524826,316176,233845,190,115379,32765,82614,12265,0,5185,23460,797,9176,9392,22339,26223,450,119,108,2580,19138,1591,20729,0,1952,285,85187,66487,18700,2284,2912,0,208650,206280,712,32899,7040,14282,36117,1568,3755,61897,39721,2370,2294,0,0,0,76,82331,51869,44456,44425,1402,11,0,841,292,1409,3429,30462,6,15106,2750,0,913,11687,51345,39009,12336,20987,8651,8248,403,13118,12336,30356,24495,0,5861,570954,97068,473886,524330,332691,46624,36123,10501,31147,24311,39113,130391,504792,93146,3922,407724,458354,305828,46438,36120,10318,31147,24311,1463,1370,1154,93,9594,9594,581,9013,474,0,163225,102702,8280,5464,97238,2839,0,0,82776,82776,5398,77378,2784,80449,19926,8280,66,55,60523,7454,301,9968,9968,139,9829,11,4090,4090,111,3979,33,0,5530,5530,77,5453,11,3656,1829,1827,1412,20155,20135,167,19968,0,20,17932,17932,2538,15394,2061,15460,1124,647,57614,51731,25938,25793,24250,57614,51731,25938,25793,24250,5883,0,2371,2371,19,2352,0,961,959,112,2,18530,18450,4545,13905,1715,80,4787,3127,614,2513,192,1660,8065,8065,547,7518,4,0,3465,3465,39,3426,87218,83296,22848,153,60295,52,26748,22826,22,22,39154,0,1245,92,50,20049,20049,61,19988,2,0,3651,0,0,24311,50752,29307,2104,27184,1944,21445,0,12447,10730,1717,26664,18924,7740,461450,460612,838,0,0,0,0,35354,0,35354,35354,7559,27795,35354,35354,7559,0,27795,29044,0,29044,29044,1126,27563,19740,19740,19385,9304,9304,1126,0,8178,460612,0,460612,460612,53366,406666,233197,233197,232617,227415,227415,53366,0,174049,481001,196924,187871,8378,179493,56899,122594,32706,35553,0,44701,9024,8892,132,284077,70746,101532,111799,11,6,216,19860,7153,14336,0,847,1153,0,0
1978,470000000,5193112,4706668,3546177,4176167,3015676,2335734,22020,1091917,489208,602709,68608,96,65157,276250,0,99922,17926,74750,126603,1603,15,5717,6361,84577,8627,93204,0,19110,593,1039607,874817,164790,24198,29576,813,1160491,1122081,5742,241654,26404,30449,243368,0,22662,325700,175697,38410,483,19431,12984,0,5512,679942,512149,229334,228072,215582,0,29014,0,1015,1393,31337,167793,2922,97303,14975,0,0,52593,331038,265330,65708,222381,161460,106973,54487,21608,60921,108657,88907,4787,14963,4321663,1045710,3275953,3799310,2304298,522353,425108,97245,157596,61135,230571,1114150,3935066,1045710,0,2889356,3412995,2148554,522071,425108,96963,157596,61135,6938,881,0,6057,117549,100415,10351,90064,6260,17134,1542646,762161,21004,48603,713558,25779,0,0,619879,619879,47188,572691,25678,922767,142282,21004,1415,101,780485,31270,1154,64683,58016,484,57532,150,25342,25342,235,25107,0,0,17173,14039,312,13727,13,31887,20213,11674,20127,131082,129371,1295,128076,0,1711,291744,287002,28952,258050,18737,287002,28952,18737,692998,654219,396662,257557,349709,666098,627319,377774,249545,330821,38779,26900,0,0,0,0,0,5021,2765,59,2256,52737,52078,3686,48392,182,659,8176,4915,2214,2701,845,3261,61899,39275,3782,35493,138,22624,30476,30476,384,30092,526804,431845,136592,216,295037,0,168949,136474,118,118,265630,0,0,0,0,92107,29623,216,29407,0,62484,11913,0,0,61135,202006,160399,1255,159144,865,41607,0,122455,99110,23345,108116,89702,18414,1255759,1096979,158780,0,0,0,0,381050,0,381050,381050,64400,284240,381050,381050,64400,0,284240,40804,0,40804,40804,11690,17509,0,0,0,40804,40804,11690,0,17509,1096979,0,1096979,1096979,195013,719331,35172,35172,6372,1061807,1061807,166213,0,712959,3325327,1334329,1251356,124221,1127135,285413,841432,487312,353070,0,1050,82973,82698,275,1990998,665626,495138,830234,29014,2922,881,140867,30116,258050,8012,2706,0,0,0
